gene	 prob_haploinsufficient 
MRRF	 0.0000004 
SLC30A7	 0.0000004 
RDH16	 0.0000004 
FUCA2	 0.0000004 
ZSCAN1	 0.0000004 
C4orf45	 0.0000004 
KLK10	 0.0000004 
GSTM3	 0.0000004 
C19orf18	 0.0000004 
INTS9	 0.0000004 
ZNF660	 0.0000004 
CDR2	 0.0000004 
IFI35	 0.0000004 
SMO	 0.0000004 
NME6	 0.0000004 
CKMT1A	 0.0000004 
GTF2H4	 0.0000004 
SLC25A45	 0.0000004 
TXNRD3NB	 0.0000004 
TAF9	 0.0000004 
SESN2	 0.0000004 
ARHGAP40	 0.0000004 
POP5	 0.0000004 
OR51F2	 0.0000004 
ADTRP	 0.0000004 
ANKRD53	 0.0000004 
NCAPG	 0.0000004 
PRSS16	 0.0000004 
NEU4	 0.0000004 
IL13RA2	 0.0000004 
NCF2	 0.0000004 
CRYGN	 0.0000004 
TMPRSS11E	 0.0000004 
XRCC2	 0.0000004 
SLC25A40	 0.0000004 
CCDC50	 0.0000004 
DIMT1	 0.0000004 
TK2	 0.0000004 
MTIF3	 0.0000004 
PDCD2	 0.0000004 
THEM4	 0.0000004 
TMEM154	 0.0000004 
AAGAB	 0.0000004 
ZFP30	 0.0000004 
USP38	 0.0000004 
HYAL3	 0.0000004 
FAM86B1	 0.0000004 
ABCG4	 0.0000004 
CHKB	 0.0000004 
IL7R	 0.0000004 
LYAR	 0.0000004 
DCAF17	 0.0000004 
POLR1E	 0.0000004 
UEVLD	 0.0000004 
RWDD2A	 0.0000004 
DGUOK	 0.0000004 
C10orf25	 0.0000004 
TENC1	 0.0000004 
SLC25A15	 0.0000004 
ZNF585B	 0.0000004 
C2orf73	 0.0000004 
ADCK2	 0.0000004 
ABL2	 0.0000004 
HLA-DRB5	 0.0000004 
SDCBP2	 0.0000004 
ZNF550	 0.0000004 
AIG1	 0.0000004 
KRT86	 0.0000004 
SGOL2	 0.0000004 
CXCL2	 0.0000004 
TTI2	 0.0000004 
GMCL1	 0.0000004 
ITGA3	 0.0000004 
RFPL2	 0.0000004 
SPINK6	 0.0000004 
TNS4	 0.0000004 
OR10A3	 0.0000004 
HEATR3	 0.0000004 
ST6GALNAC4	 0.0000004 
RIN1	 0.0000004 
PKLR	 0.0000003 
SOX7	 0.0000003 
LCA5L	 0.0000003 
KLHDC8A	 0.0000003 
UBAP2	 0.0000003 
DIRC3	 0.0000003 
ASIC3	 0.0000003 
DTHD1	 0.0000003 
GSTM2	 0.0000003 
LOXL2	 0.0000003 
ADRA1A	 0.0000003 
ORC6	 0.0000003 
PDCD4	 0.0000003 
GSDMB	 0.0000003 
OSBPL10	 0.0000003 
DNASE1L2	 0.0000003 
PRAMEF26	 0.0000003 
CRLF2	 0.0000003 
CEACAM8	 0.0000003 
FAM188B2	 0.0000003 
C21orf2	 0.0000003 
C15orf41	 0.0000003 
LIPC	 0.0000003 
HEYL	 0.0000003 
LAIR1	 0.0000003 
ENTHD1	 0.0000003 
GPANK1	 0.0000003 
ATF6	 0.0000003 
NTN3	 0.0000003 
EXOC7	 0.0000003 
SPTLC3	 0.0000003 
SIGLEC8	 0.0000003 
TAB1	 0.0000003 
AC079354.1	 0.0000003 
TPH1	 0.0000003 
ESCO2	 0.0000003 
TBC1D21	 0.0000003 
FMO2	 0.0000003 
TMEM231	 0.0000003 
MRPS2	 0.0000003 
ATF6B	 0.0000003 
IP6K3	 0.0000003 
CUTA	 0.0000003 
ACSS1	 0.0000003 
DDRGK1	 0.0000003 
CXorf58	 0.0000003 
ALDH5A1	 0.0000003 
UGT1A6	 0.0000003 
AIMP1	 0.0000003 
MTMR2	 0.0000003 
CXCR1	 0.0000003 
SPHK1	 0.0000003 
FAM83A	 0.0000003 
PDLIM3	 0.0000003 
FCGR3B	 0.0000003 
CPSF3	 0.0000003 
TRPC6	 0.0000003 
TATDN2	 0.0000003 
GDF15	 0.0000003 
TMEM82	 0.0000003 
RAB27A	 0.0000003 
CDC20	 0.0000003 
CHMP4C	 0.0000003 
HMGCLL1	 0.0000003 
SPG20	 0.0000003 
ITGB3BP	 0.0000003 
RGPD8	 0.0000003 
CNNM4	 0.0000003 
ZNF789	 0.0000003 
GPN3	 0.0000003 
PRL	 0.0000003 
AKAP7	 0.0000003 
C19orf24	 0.0000003 
MPP2	 0.0000003 
SPRED2	 0.0000003 
SEC22C	 0.0000003 
DPY19L3	 0.0000003 
POLE2	 0.0000003 
CAPSL	 0.0000003 
SLC7A4	 0.0000003 
ZNF154	 0.0000003 
ADSSL1	 0.0000003 
B3GALNT2	 0.0000003 
MIB2	 0.0000003 
HSPB1	 0.0000003 
TCEANC2	 0.0000003 
LGALS4	 0.0000003 
OXCT2	 0.0000003 
IGDCC3	 0.0000003 
MCF2L	 0.0000003 
SPAG4	 0.0000003 
PTGR2	 0.0000003 
TECPR1	 0.0000003 
TACC3	 0.0000003 
C1orf27	 0.0000003 
UNC5B	 0.0000003 
LGALS3BP	 0.0000003 
PRC1	 0.0000003 
CLEC12A	 0.0000003 
LAIR2	 0.0000003 
QTRT1	 0.0000003 
COG7	 0.0000003 
MARVELD3	 0.0000003 
PGAM1	 0.0000003 
SLC25A26	 0.0000003 
RPAP2	 0.0000003 
OSBPL1A	 0.0000003 
AQP1	 0.0000003 
GUCA1C	 0.0000003 
TBC1D16	 0.0000003 
MRAP2	 0.0000003 
STX19	 0.0000003 
GSTA2	 0.0000003 
TPH2	 0.0000003 
PXDN	 0.0000003 
CDKL1	 0.0000003 
STX18	 0.0000002 
DCLRE1C	 0.0000002 
HTR3B	 0.0000002 
DUPD1	 0.0000002 
NCR2	 0.0000002 
DCPS	 0.0000002 
ADRB3	 0.0000002 
PRSS33	 0.0000002 
CD44	 0.0000002 
DGCR14	 0.0000002 
EXOC6	 0.0000002 
REN	 0.0000002 
PACRG	 0.0000002 
CNGA4	 0.0000002 
OR6K2	 0.0000002 
KLRB1	 0.0000002 
HSD3B1	 0.0000002 
PRAME	 0.0000002 
PFKFB2	 0.0000002 
KNOP1	 0.0000002 
SIGLEC7	 0.0000002 
EMP2	 0.0000002 
CCDC82	 0.0000002 
AFAP1	 0.0000002 
PSMG2	 0.0000002 
LINS	 0.0000002 
MYO1F	 0.0000002 
INPP5F	 0.0000002 
CHGB	 0.0000002 
BBS12	 0.0000002 
ESRP2	 0.0000002 
SNX21	 0.0000002 
CPPED1	 0.0000002 
RAET1E	 0.0000002 
GRIN2C	 0.0000002 
ZMYND10	 0.0000002 
CTSV	 0.0000002 
C10orf32	 0.0000002 
TEX38	 0.0000002 
GLIPR1L2	 0.0000002 
MRVI1	 0.0000002 
METTL10	 0.0000002 
STEAP2	 0.0000002 
TFF2	 0.0000002 
EAF2	 0.0000002 
ABCB4	 0.0000002 
CYP2W1	 0.0000002 
RPUSD3	 0.0000002 
PI4K2B	 0.0000002 
MRPL52	 0.0000002 
FAM20A	 0.0000002 
CDK3	 0.0000002 
SMYD1	 0.0000002 
ZSCAN16	 0.0000002 
TMIGD1	 0.0000002 
ZNF599	 0.0000002 
CNNM3	 0.0000002 
ZSCAN12	 0.0000002 
STX2	 0.0000002 
PON3	 0.0000002 
ZNF7	 0.0000002 
DNAJC21	 0.0000002 
PHKA1	 0.0000002 
SEC63	 0.0000002 
HSD17B11	 0.0000002 
TNNT3	 0.0000002 
ZNF239	 0.0000002 
HJURP	 0.0000002 
GRIN3B	 0.0000002 
C1QBP	 0.0000002 
SKA2	 0.0000002 
MRPL28	 0.0000002 
STK32A	 0.0000002 
LRRC70	 0.0000002 
AP3M2	 0.0000002 
SULT1E1	 0.0000002 
HMCES	 0.0000002 
C15orf27	 0.0000002 
CYP27B1	 0.0000002 
APEX1	 0.0000002 
ITGA6	 0.0000002 
MRPL43	 0.0000002 
MTMR10	 0.0000002 
HEG1	 0.0000002 
ANKS3	 0.0000002 
KRBA2	 0.0000002 
SLC25A18	 0.0000002 
CTD-2140B24.4	 0.0000002 
HBS1L	 0.0000002 
FAM228B	 0.0000002 
BFSP1	 0.0000002 
SSSCA1	 0.0000002 
TMEM106A	 0.0000002 
FAM73A	 0.0000002 
SKAP1	 0.0000002 
LSS	 0.0000002 
C1QTNF3	 0.0000002 
SAPCD1	 0.0000002 
KLRF1	 0.0000002 
METTL3	 0.0000002 
PCDHGB3	 0.0000002 
LRRIQ4	 0.0000002 
CCDC105	 0.0000002 
DYNC1I1	 0.0000002 
ZKSCAN8	 0.0000002 
TSEN54	 0.0000002 
BOC	 0.0000002 
SASS6	 0.0000002 
C14orf37	 0.0000002 
WDR34	 0.0000002 
CHCHD2	 0.0000002 
MREG	 0.0000002 
AKR1D1	 0.0000002 
PRPSAP1	 0.0000002 
KERA	 0.0000002 
C22orf31	 0.0000002 
ARRDC4	 0.0000002 
GOLGA8O	 0.0000002 
OR2V1	 0.0000002 
C9orf171	 0.0000002 
TVP23A	 0.0000002 
TSTA3	 0.0000002 
HHATL	 0.0000002 
MXRA8	 0.0000002 
NPFFR2	 0.0000002 
GJB6	 0.0000002 
TLE2	 0.0000002 
TLR3	 0.0000002 
LHPP	 0.0000002 
GNPDA1	 0.0000002 
SH3BGRL2	 0.0000002 
SMTN	 0.0000002 
ERCC1	 0.0000002 
WWC2	 0.0000002 
PCDHB3	 0.0000002 
BPIFC	 0.0000002 
BRMS1	 0.0000002 
PCDHGA1	 0.0000002 
CLMP	 0.0000002 
NPL	 0.0000002 
BRD8	 0.0000002 
DDX19B	 0.0000002 
LMOD3	 0.0000002 
THAP2	 0.0000002 
IMP3	 0.0000002 
CENPH	 0.0000002 
TMPO	 0.0000002 
MORN3	 0.0000002 
C10orf129	 0.0000002 
RBM48	 0.0000002 
CCBE1	 0.0000002 
NAMPTL	 0.0000002 
ZNF614	 0.0000002 
SKA3	 0.0000002 
MTFMT	 0.0000001 
BTD	 0.0000001 
ZNF180	 0.0000001 
DMP1	 0.0000001 
SCRN3	 0.0000001 
GTPBP8	 0.0000001 
TM9SF1	 0.0000001 
PDE4C	 0.0000001 
NT5DC3	 0.0000001 
LAP3	 0.0000001 
TMEM145	 0.0000001 
SPATA17	 0.0000001 
OIP5	 0.0000001 
HAO1	 0.0000001 
CYP51A1	 0.0000001 
RAB3GAP1	 0.0000001 
SMYD3	 0.0000001 
SCT	 0.0000001 
ASB3	 0.0000001 
GPR75-ASB3	 0.0000001 
STAC	 0.0000001 
MRPL13	 0.0000001 
MRPL2	 0.0000001 
GSTCD	 0.0000001 
CHRNA3	 0.0000001 
NBPF8	 0.0000001 
VPS53	 0.0000001 
PIP5K1B	 0.0000001 
TM7SF2	 0.0000001 
CIITA	 0.0000001 
MRPL46	 0.0000001 
MTMR14	 0.0000001 
C1orf68	 0.0000001 
MBOAT4	 0.0000001 
PGAM2	 0.0000001 
UBE2U	 0.0000001 
CEACAM7	 0.0000001 
APOBEC3F	 0.0000001 
PLXDC1	 0.0000001 
YBEY	 0.0000001 
PLCD3	 0.0000001 
GNRH2	 0.0000001 
SEC24D	 0.0000001 
CLN3	 0.0000001 
PRSS21	 0.0000001 
HPS1	 0.0000001 
ATAT1	 0.0000001 
DONSON	 0.0000001 
METTL23	 0.0000001 
STX4	 0.0000001 
KLK9	 0.0000001 
SLC22A11	 0.0000001 
KIAA1549L	 0.0000001 
SCGB1D1	 0.0000001 
SLC29A3	 0.0000001 
EPCAM	 0.0000001 
OTUD6B	 0.0000001 
REG3G	 0.0000001 
GZMH	 0.0000001 
SPHK2	 0.0000001 
RPS6KL1	 0.0000001 
CEP44	 0.0000001 
ZNF175	 0.0000001 
CCNJL	 0.0000001 
TNC	 0.0000001 
ZNF134	 0.0000001 
DCTN3	 0.0000001 
C1orf100	 0.0000001 
GGA2	 0.0000001 
SFXN4	 0.0000001 
AGMAT	 0.0000001 
COCH	 0.0000001 
AGPAT2	 0.0000001 
MEGT1	 0.0000001 
AGXT	 0.0000001 
PCDHB12	 0.0000001 
C17orf80	 0.0000001 
ELP4	 0.0000001 
RARRES3	 0.0000001 
CST7	 0.0000001 
TARM1	 0.0000001 
LRRC16B	 0.0000001 
POC5	 0.0000001 
TAX1BP1	 0.0000001 
CCDC115	 0.0000001 
RWDD2B	 0.0000001 
EPHB6	 0.0000001 
ANXA1	 0.0000001 
TEX33	 0.0000001 
SLC25A20	 0.0000001 
MICALL1	 0.0000001 
PRTG	 0.0000001 
STEAP4	 0.0000001 
GSTM5	 0.0000001 
OR9A4	 0.0000001 
PLIN3	 0.0000001 
ALG12	 0.0000001 
MGMT	 0.0000001 
MPI	 0.0000001 
PROKR1	 0.0000001 
PRIM2	 0.0000001 
PROSER2	 0.0000001 
GTPBP6	 0.0000001 
LRRC17	 0.0000001 
CTSC	 0.0000001 
NDC80	 0.0000001 
LRRC37A2	 0.0000001 
C5orf28	 0.0000001 
TKTL2	 0.0000001 
C12orf54	 0.0000001 
ARSJ	 0.0000001 
LIN7A	 0.0000001 
EGFL8	 0.0000001 
ZNF683	 0.0000001 
RAB25	 0.0000001 
LYZL2	 0.0000001 
DSPP	 0.0000001 
GPATCH11	 0.0000001 
CIB4	 0.0000001 
NUDT17	 0.0000001 
BIRC7	 0.0000001 
UTP11L	 0.0000001 
ZNF567	 0.0000001 
ZNF23	 0.0000001 
RDH11	 0.0000001 
TRPC3	 0.0000001 
TAS2R39	 0.0000001 
CTBS	 0.0000001 
RHPN2	 0.0000001 
ABCC4	 0.0000001 
ABLIM3	 0.0000001 
FAM98C	 0.0000001 
TCP11	 0.0000001 
ERC1	 0.0000001 
FAM71F1	 0.0000001 
EFCC1	 0.0000001 
CENPQ	 0.0000001 
C5orf47	 0.0000001 
TRMT13	 0.0000001 
ASPN	 0.0000001 
RHBDL3	 0.0000001 
TUBB1	 0.0000001 
TM6SF1	 0.0000001 
GRXCR2	 0.0000001 
ITPA	 0.0000001 
PRKCSH	 0.0000001 
GHRHR	 0.0000001 
ADAT2	 0.0000001 
CNDP2	 0.0000001 
AAED1	 0.0000001 
TBCD	 0.0000001 
PCDHGA9	 0.0000001 
MC3R	 0.0000001 
OR4K13	 0.0000001 
ITGB5	 0.0000001 
RSPH3	 0.0000001 
ACAT1	 0.0000001 
QSOX2	 0.0000001 
COMMD7	 0.0000001 
ZNF555	 0.0000001 
SLC10A5	 0.0000001 
UGT2B17	 0.0000001 
SLC16A4	 0.0000001 
CDC14A	 0.0000001 
PGLYRP3	 0.0000001 
CARS2	 0.0000001 
FAHD2B	 0.0000001 
CTC-260F20.3	 0.0000001 
TM7SF3	 0.0000001 
OR51B5	 0.0000001 
ZNF213	 0.0000001 
TEX35	 0.0000001 
NLRC5	 0.0000001 
APOBR	 0.0000001 
SHCBP1	 0.0000001 
MED11	 0.0000001 
LARP7	 0.0000001 
PARP12	 0.0000001 
AGR2	 0.0000001 
C19orf40	 0.0000001 
GOLGA6D	 0.0000001 
CLEC17A	 0.0000001 
WFDC3	 0.0000001 
NDUFAF6	 0.0000001 
C1orf65	 0.0000001 
NCF4	 0.0000001 
PIFO	 0.0000001 
RHBDL2	 0.0000001 
APOC4	 0.0000001 
FETUB	 0.0000001 
DISP1	 0.0000001 
DSN1	 0.0000001 
SLC5A1	 0.0000001 
UBE2Q2	 0.0000001 
NAALADL2	 0.0000001 
CPN1	 0.0000001 
PAPD4	 0.0000001 
ITGA11	 0.0000001 
NOX1	 0.0000001 
CCS	 0.0000001 
RSPO4	 0.0000001 
IL17RE	 0.0000001 
SYNPO2	 0.0000001 
OR13C3	 0.0000001 
BDH2	 0.0000001 
GPR141	 0.0000001 
ZNF510	 0.0000001 
HAX1	 0.0000001 
FTO	 0.0000001 
TXNRD3	 0.0000001 
MAP3K7CL	 0.0000001 
TRIM17	 0.0000001 
OR4A47	 0.0000001 
F12	 0.0000001 
ZSCAN22	 0.0000001 
FAM83C	 0.0000001 
DDX56	 0.0000001 
RP11-20I23.1	 0.0000001 
WBP2NL	 0.0000001 
NUCB1	 0.0000001 
CECR1	 0.0000001 
CRYGB	 0.0000001 
TRIM29	 0.0000001 
RAB37	 0.0000001 
CST2	 0.0000001 
CILP2	 0.0000001 
SRL	 0.0000001 
BAAT	 0.0000001 
HCAR3	 0.0000001 
CCNI2	 0.0000001 
METTL4	 0.0000001 
LIPJ	 0.0000001 
SHMT2	 0.0000001 
SHKBP1	 0.0000001 
SERPINF1	 0.0000001 
PAPPA2	 0.0000001 
EFCAB14	 0.0000001 
SIGLECL1	 0.0000001 
OR5AR1	 0.0000001 
IKBIP	 0.0000001 
MTAP	 0.0000001 
BDH1	 0.0000001 
CTH	 0.0000001 
COPZ2	 0.0000001 
TUBAL3	 0.0000001 
FAM107B	 0.0000001 
C7orf63	 0.0000001 
ARSH	 0.0000001 
OXER1	 0.0000001 
RABL2A	 0.0000001 
TM4SF4	 0.0000001 
DHRS9	 0.0000001 
HSD3B2	 0.0000001 
CCDC174	 0.0000001 
HIST1H1A	 0.0000001 
NARS2	 0.0000001 
CD300LB	 0.0000001 
OSGEP	 0.0000001 
GLYATL3	 0.0000001 
SYCE1	 0.0000001 
TMC5	 0.0000001 
SLC26A5	 0.0000001 
OR4K1	 0.0000001 
CC2D2B	 0.0000001 
RNF219	 0.0000001 
SERPINA1	 0.0000001 
C16orf46	 0.0000001 
TAP2	 0.0000001 
CCDC93	 0.0000001 
GPRC5A	 0.0000001 
Sep-01	 0.0000001 
ANKRD55	 0.0000001 
MVP	 0.0000001 
WDR81	 0.0000001 
AOC1	 0.0000001 
PLOD2	 0.0000001 
CUEDC1	 0.0000001 
ABCA3	 0.0000001 
ZNF569	 0.0000001 
FCAR	 0.0000001 
HTRA3	 0.0000001 
WBP1	 0.0000001 
LTV1	 0.0000001 
ECI2	 0.0000001 
LSR	 0.0000001 
COL6A2	 0.0000001 
C9orf156	 0.0000001 
C9orf91	 0.0000001 
SH2D5	 0.0000001 
ZNF391	 0.0000001 
TSPAN4	 0.0000001 
FAM200A	 0.0000001 
VSTM1	 0.0000001 
GNB5	 0.0000001 
HGSNAT	 0.0000001 
NDST4	 0.0000001 
PAPSS1	 0.0000001 
KIAA0895	 0.0000001 
FAM83B	 0.0000001 
DCBLD1	 0.0000001 
NUFIP1	 0.0000001 
VSTM5	 0.0000001 
NDUFA10	 0.0000001 
NMNAT3	 0.0000001 
ZP2	 0.0000001 
FAM132A	 0.0000001 
ETV3L	 0.0000001 
ASB18	 0.0000001 
AC006435.1	 0.0000001 
RP11-96O20.4	 0.0000001 
GLT1D1	 0.0000001 
CCDC47	 0.0000001 
CEACAM4	 0.0000001 
CLCN6	 0.0000001 
ISOC1	 0.0000001 
EMID1	 0.0000001 
PCDHA1	 0.0000001 
TGFBI	 0.0000001 
ADAMTS19	 0.0000001 
KRT34	 0.0000001 
COLGALT1	 0.0000001 
CLIP4	 0.0000001 
TTC18	 0.0000001 
KCTD18	 0.0000001 
MMD2	 0.0000001 
PCDHA5	 0.0000001 
CENPU	 0.0000001 
FAM92A1	 0.0000001 
SCNN1B	 0.0000001 
PNPLA3	 0.0000001 
NME3	 0.0000001 
SNX4	 0.0000001 
ZNF446	 0.0000001 
OLFML3	 0.0000001 
GLIS3	 0.0000001 
DDX41	 0.0000001 
PCDHB16	 0.0000001 
THSD1	 0.0000001 
DNAAF3	 0.0000001 
GPR124	 0.0000001 
ZNF701	 0.0000001 
FAM45A	 0.0000001 
PEX11G	 0.0000001 
SH3YL1	 0.0000001 
UGT1A9	 0.0000001 
RPP30	 0.0000001 
TEC	 0.0000001 
TIGD4	 0.0000001 
REM1	 0.0000001 
SLC22A6	 0.0000001 
PRAMEF17	 0.0000001 
CIR1	 0.0000001 
LHCGR	 0.0000001 
F13A1	 0.0000001 
NNMT	 0.0000001 
HRH4	 0.0000001 
DSC2	 0.0000001 
ZNF69	 0.0000001 
TRAPPC6A	 0.0000001 
RGS4	 0.0000001 
CPSF2	 0.0000001 
EFTUD1	 0.0000001 
VPS8	 0.0000001 
SLC7A8	 0.0000001 
CHRNB1	 0.0000001 
HTR3D	 0.0000001 
SP140	 0.0000000 
ENPP1	 0.0000000 
IFNL2	 0.0000000 
LRP10	 0.0000000 
AGT	 0.0000000 
COG1	 0.0000000 
CLEC1B	 0.0000000 
PPP2R3B	 0.0000000 
ZFAND1	 0.0000000 
STK32B	 0.0000000 
MLH3	 0.0000000 
QRSL1	 0.0000000 
IMPACT	 0.0000000 
DNAJC18	 0.0000000 
DCDC1	 0.0000000 
TMEM234	 0.0000000 
CGREF1	 0.0000000 
MRPS11	 0.0000000 
PLEKHG3	 0.0000000 
PLCXD2	 0.0000000 
BGLAP	 0.0000000 
PCDHGA3	 0.0000000 
PLGRKT	 0.0000000 
TTC30B	 0.0000000 
KCNQ1	 0.0000000 
PMPCB	 0.0000000 
ACAD9	 0.0000000 
Mar-01	 0.0000000 
TYK2	 0.0000000 
SORD	 0.0000000 
KLHDC1	 0.0000000 
PROCA1	 0.0000000 
ESR2	 0.0000000 
ZPLD1	 0.0000000 
OXNAD1	 0.0000000 
C9orf135	 0.0000000 
AP000350.10	 0.0000000 
CCDC24	 0.0000000 
PDSS2	 0.0000000 
PHF11	 0.0000000 
YIPF2	 0.0000000 
TFEC	 0.0000000 
MUSK	 0.0000000 
FAM162B	 0.0000000 
SLC3A2	 0.0000000 
ZNF671	 0.0000000 
UBE3B	 0.0000000 
FKBP7	 0.0000000 
ZNF502	 0.0000000 
PNKD	 0.0000000 
C9orf92	 0.0000000 
TRMT61B	 0.0000000 
NMD3	 0.0000000 
TF	 0.0000000 
XKR8	 0.0000000 
C3orf49	 0.0000000 
C11orf42	 0.0000000 
KRT75	 0.0000000 
GUSB	 0.0000000 
NAGS	 0.0000000 
SEMA3D	 0.0000000 
OR2D2	 0.0000000 
ZNF280A	 0.0000000 
PECR	 0.0000000 
WBP4	 0.0000000 
ZNF461	 0.0000000 
OR4M2	 0.0000000 
SIRPD	 0.0000000 
FAM151B	 0.0000000 
HOOK1	 0.0000000 
MTMR6	 0.0000000 
C8orf31	 0.0000000 
LIPT1	 0.0000000 
BCAT1	 0.0000000 
C7orf72	 0.0000000 
ACTRT3	 0.0000000 
DDC	 0.0000000 
ZNF684	 0.0000000 
DFNB59	 0.0000000 
HOXB13	 0.0000000 
IL20RB	 0.0000000 
ZSCAN31	 0.0000000 
GLYAT	 0.0000000 
SH2D3A	 0.0000000 
PTCHD2	 0.0000000 
FASTKD5	 0.0000000 
CHRNA6	 0.0000000 
NMRK1	 0.0000000 
HAUS1	 0.0000000 
SERPINB1	 0.0000000 
ABHD15	 0.0000000 
CFI	 0.0000000 
PTGR1	 0.0000000 
NOL7	 0.0000000 
PRKAA2	 0.0000000 
NR1I3	 0.0000000 
OR4C46	 0.0000000 
SPATA19	 0.0000000 
TMEM150B	 0.0000000 
SLC35F5	 0.0000000 
CPNE9	 0.0000000 
C1RL	 0.0000000 
SLC2A2	 0.0000000 
IL36RN	 0.0000000 
HEMK1	 0.0000000 
CST1	 0.0000000 
MYOT	 0.0000000 
UCHL3	 0.0000000 
PSMF1	 0.0000000 
PPHLN1	 0.0000000 
CCDC88C	 0.0000000 
KIAA1328	 0.0000000 
DHRS7C	 0.0000000 
RARS	 0.0000000 
SULT1B1	 0.0000000 
C1QTNF9B	 0.0000000 
HHAT	 0.0000000 
PDSS1	 0.0000000 
GDAP1	 0.0000000 
MLC1	 0.0000000 
PSMD5	 0.0000000 
HIST1H2BF	 0.0000000 
GPR151	 0.0000000 
BFSP2	 0.0000000 
UQCC1	 0.0000000 
TRIM62	 0.0000000 
POLI	 0.0000000 
PGAP1	 0.0000000 
DNPEP	 0.0000000 
GTF2IRD2	 0.0000000 
ANTXRL	 0.0000000 
ITK	 0.0000000 
CHEK1	 0.0000000 
FAM83D	 0.0000000 
AMDHD1	 0.0000000 
GUCY1A3	 0.0000000 
UTP6	 0.0000000 
PAEP	 0.0000000 
CCDC51	 0.0000000 
MED23	 0.0000000 
TMEM107	 0.0000000 
POC1B	 0.0000000 
CASP4	 0.0000000 
DUXA	 0.0000000 
STXBP2	 0.0000000 
GTF2H3	 0.0000000 
IZUMO1	 0.0000000 
TNFRSF10D	 0.0000000 
UPK2	 0.0000000 
TMEM202	 0.0000000 
SCARA3	 0.0000000 
GGT6	 0.0000000 
RP11-166B2.1	 0.0000000 
FAM153B	 0.0000000 
TCP10L2	 0.0000000 
DCUN1D2	 0.0000000 
IFI30	 0.0000000 
HGD	 0.0000000 
LTA4H	 0.0000000 
SEC14L2	 0.0000000 
SMCO2	 0.0000000 
ABCB10	 0.0000000 
CHADL	 0.0000000 
C11orf54	 0.0000000 
ETV4	 0.0000000 
KIF21A	 0.0000000 
ATP6V1C2	 0.0000000 
PCDHGA5	 0.0000000 
FAM160B2	 0.0000000 
CEP57L1	 0.0000000 
CRELD2	 0.0000000 
PCDHGB4	 0.0000000 
BCAS2	 0.0000000 
C16orf93	 0.0000000 
KANK3	 0.0000000 
MYL2	 0.0000000 
B3GAT3	 0.0000000 
PIWIL2	 0.0000000 
EEFSEC	 0.0000000 
FUCA1	 0.0000000 
HSD3B7	 0.0000000 
ZNF404	 0.0000000 
IL5RA	 0.0000000 
OR52R1	 0.0000000 
TNK1	 0.0000000 
CFHR1	 0.0000000 
CALML6	 0.0000000 
ITGB1BP2	 0.0000000 
C1orf189	 0.0000000 
HFE	 0.0000000 
C2orf54	 0.0000000 
COL15A1	 0.0000000 
ENKD1	 0.0000000 
CAPN5	 0.0000000 
SCYL1	 0.0000000 
LGR5	 0.0000000 
CDK14	 0.0000000 
TMEM40	 0.0000000 
ITFG2	 0.0000000 
SEC14L6	 0.0000000 
NEU3	 0.0000000 
SFXN3	 0.0000000 
COQ3	 0.0000000 
ISCA2	 0.0000000 
TTC26	 0.0000000 
FAM3B	 0.0000000 
IFNL3	 0.0000000 
DNAI1	 0.0000000 
RP11-849H4.2	 0.0000000 
FGD6	 0.0000000 
RPF1	 0.0000000 
CSTL1	 0.0000000 
SH2D7	 0.0000000 
ANGPTL6	 0.0000000 
AGBL5	 0.0000000 
KRT8	 0.0000000 
STARD13	 0.0000000 
SIRT2	 0.0000000 
ST3GAL6	 0.0000000 
BPIFB1	 0.0000000 
TTC24	 0.0000000 
DLAT	 0.0000000 
SUMF1	 0.0000000 
CCDC109B	 0.0000000 
MDC1	 0.0000000 
MINA	 0.0000000 
TMEM95	 0.0000000 
ABHD4	 0.0000000 
NRIP3	 0.0000000 
RP11-467N20.5	 0.0000000 
TUBGCP2	 0.0000000 
MMP17	 0.0000000 
UPK1B	 0.0000000 
ATG10	 0.0000000 
MDN1	 0.0000000 
CHODL	 0.0000000 
AP1M2	 0.0000000 
RUFY1	 0.0000000 
DDX55	 0.0000000 
C12orf29	 0.0000000 
THEGL	 0.0000000 
FAM115C	 0.0000000 
TMEM26	 0.0000000 
TBX10	 0.0000000 
CHRNA1	 0.0000000 
POTEJ	 0.0000000 
TRIM45	 0.0000000 
FN3K	 0.0000000 
CDH24	 0.0000000 
NGDN	 0.0000000 
DCDC2B	 0.0000000 
TUBA3E	 0.0000000 
ALG10B	 0.0000000 
MFSD6L	 0.0000000 
C3orf17	 0.0000000 
KLK14	 0.0000000 
IGFL1	 0.0000000 
HGFAC	 0.0000000 
ATP5SL	 0.0000000 
GRK7	 0.0000000 
NMBR	 0.0000000 
NUP88	 0.0000000 
Sep-01	 0.0000000 
MRS2	 0.0000000 
BTN1A1	 0.0000000 
POMK	 0.0000000 
TRAFD1	 0.0000000 
SUN2	 0.0000000 
OR52K1	 0.0000000 
GAL3ST3	 0.0000000 
NTSR1	 0.0000000 
HLCS	 0.0000000 
TRAF3IP1	 0.0000000 
ULK2	 0.0000000 
DPH7	 0.0000000 
C9orf50	 0.0000000 
XPNPEP3	 0.0000000 
SLC25A35	 0.0000000 
LRRC23	 0.0000000 
ZNF71	 0.0000000 
TMOD4	 0.0000000 
