EnsemblGene	HGNC	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000276517	AL133243.2	77.81140072	-0.227311913	0.527229028	-0.504511225	0.613902176	0.99982942
ENSG00000175548	ALG10B	36.15307264	-0.227523065	0.532156179	-0.377351413	0.705912469	0.99982942
ENSG00000119616	FCF1	131.8117855	-0.227547922	0.526303353	-0.421036709	0.673728277	0.99982942
ENSG00000123545	NDUFAF4	166.0645266	-0.227728434	0.402486106	-0.564183053	0.57262956	0.99982942
ENSG00000100335	MIEF1	265.7696531	-0.227758863	0.52961767	-0.434374622	0.664016423	0.99982942
ENSG00000137822	TUBGCP4	182.1880562	-0.227892425	0.539065638	-0.423163443	0.672176017	0.99982942
ENSG00000198526	PABPC1P2	24.74658946	-0.227975564	0.491290518	-0.472158992	0.636813308	0.99982942
ENSG00000185127	C6orf120	165.1691615	-0.228060761	0.50033902	-0.454179927	0.649699329	0.99982942
ENSG00000162747	FCGR3B	30.32392618	-0.228107987	0.438374723	-0.963375529	0.335359102	0.99982942
ENSG00000197879	MYO1C	195.9068405	-0.228294478	0.538744795	-0.45269378	0.650769259	0.99982942
ENSG00000153207	AHCTF1	663.7382579	-0.228300691	0.453365663	-0.505101062	0.613487855	0.99982942
ENSG00000106125	FAM188B	29.75454624	-0.228334886	0.467121563	-0.515469334	0.606225093	0.99982942
ENSG00000213672	NCKIPSD	131.3572091	-0.228335846	0.497507629	-0.452636146	0.650810766	0.99982942
ENSG00000270367	RP11-331G2.6	41.96194409	-0.228449944	0.530528808	-0.431583271	0.666044319	0.99982942
ENSG00000164323	CFAP97	568.3510611	-0.228567745	0.443670781	-0.514748594	0.606728711	0.99982942
ENSG00000239951	IGKV3-20	105.3066698	-0.228608161	0.515549003	-0.3035312	0.761485074	0.99982942
ENSG00000183718	TRIM52	348.4565062	-0.228822302	0.4945474	-0.466617368	0.640773659	0.99982942
ENSG00000128294	TPST2	1980.71474	-0.22892258	0.46801143	-0.492288812	0.622515188	0.99982942
ENSG00000162702	ZNF281	588.2457246	-0.229186149	0.381652638	-0.60045485	0.548203142	0.99982942
ENSG00000136167	LCP1	24399.45834	-0.229198653	0.27848335	-0.823177889	0.410406841	0.99982942
ENSG00000097096	SYDE2	26.81384937	-0.229215197	0.51175132	-0.484623607	0.627943365	0.99982942
ENSG00000225914	XXbac-BPG154L12.4	1929.021654	-0.229238907	0.500766748	-0.44764173	0.654411782	0.99982942
ENSG00000213753	CENPBD1P1	283.4624746	-0.229441389	0.441665268	-0.520183681	0.602935558	0.99982942
ENSG00000204577	LILRB3	39.89649673	-0.229501347	0.515845368	-0.55654927	0.577835423	0.99982942
ENSG00000086666	ZFAND6	1494.861652	-0.229519059	0.229109641	-1.001673869	0.316501131	0.99982942
ENSG00000101447	FAM83D	465.4128447	-0.229664788	0.459025517	-0.499668541	0.617308487	0.99982942
ENSG00000085491	SLC25A24	400.2321169	-0.229930538	0.399110752	-0.577437542	0.56364392	0.99982942
ENSG00000106526	ACTR3C	62.73641671	-0.230022662	0.539145523	-0.412166375	0.680217481	0.99982942
ENSG00000243406	MRPS31P5	98.93548859	-0.230407747	0.539353839	-0.455550154	0.648713494	0.99982942
ENSG00000147155	EBP	788.7624082	-0.230532224	0.284295883	-0.810849479	0.417452116	0.99982942
ENSG00000197045	GMFB	683.9880903	-0.230634597	0.367998677	-0.629008048	0.529343787	0.99982942
ENSG00000168264	IRF2BP2	851.3895911	-0.230699034	0.30879846	-0.746328846	0.45546879	0.99982942
ENSG00000143178	TBX19	36.25875965	-0.230755131	0.490637409	-0.435557644	0.663157708	0.99982942
ENSG00000114439	BBX	1318.75893	-0.230765749	0.25828291	-0.893617573	0.371526541	0.99982942
ENSG00000128284	APOL3	510.0222937	-0.230782687	0.360898844	-0.637861794	0.52356365	0.99982942
ENSG00000188107	EYS	58.93422072	-0.230883425	0.531367525	-0.435955488	0.662869025	0.99982942
ENSG00000215068	AC025171.1	52.0566337	-0.231144402	0.53359905	-0.432912408	0.665078405	0.99982942
ENSG00000164603	C7orf60	154.4153842	-0.231158811	0.502755083	-0.4587983	0.646379016	0.99982942
ENSG00000272367	CTC-428H11.2	31.95229035	-0.231264373	0.533740484	-0.499843115	0.617185549	0.99982942
ENSG00000138074	SLC5A6	599.9577908	-0.231622779	0.503662956	-0.45806504	0.646905715	0.99982942
ENSG00000172403	SYNPO2	74.70217291	-0.231641303	0.531997503	-0.49971213	0.61727779	0.99982942
ENSG00000116791	CRYZ	276.7574464	-0.231648665	0.436252942	-0.535481318	0.592317073	0.99982942
ENSG00000105819	PMPCB	865.0433531	-0.231695371	0.419138426	-0.554452341	0.579269314	0.99982942
ENSG00000115750	TAF1B	168.966546	-0.23174405	0.526494978	-0.437917009	0.661446445	0.99982942
ENSG00000162980	ARL5A	859.0211531	-0.231791891	0.365398226	-0.635466322	0.525124325	0.99982942
ENSG00000264343	NOTCH2NL	450.0603057	-0.231847929	0.465967969	-0.498603377	0.618058826	0.99982942
ENSG00000089737	DDX24	3912.856964	-0.231893398	0.368815785	-0.628419844	0.529728941	0.99982942
ENSG00000279598	RP11-65L3.3	23.89028948	-0.231912062	0.503865519	-0.376115733	0.706830859	0.99982942
ENSG00000152601	MBNL1	4721.83398	-0.232113475	0.301705054	-0.770409593	0.441056965	0.99982942
ENSG00000152133	GPATCH11	133.5294271	-0.232123473	0.531942926	-0.430216719	0.667038001	0.99982942
ENSG00000120742	SERP1	3328.652393	-0.232138732	0.238807677	-0.972117449	0.330992123	0.99982942
ENSG00000181472	ZBTB2	382.6899329	-0.232237349	0.476853981	-0.483545082	0.628708758	0.99982942
ENSG00000151967	SCHIP1	30.55748597	-0.232322777	0.478713823	-0.453561935	0.650144156	0.99982942
ENSG00000111696	NT5DC3	123.1861497	-0.232459992	0.539199459	-0.463240597	0.64319192	0.99982942
ENSG00000259494	MRPL46	187.5037349	-0.232576422	0.468311154	-0.490188128	0.624000781	0.99982942
ENSG00000175764	TTLL11	18.81484187	-0.232712907	0.45597872	-0.693269982	0.488140137	0.99982942
ENSG00000224086	LL22NC03-86G7.1	162.1621314	-0.232808189	0.539344167	-0.415565546	0.677727943	0.99982942
ENSG00000100796	PPP4R3A	2957.029392	-0.232969891	0.322673013	-0.722666248	0.469884957	0.99982942
ENSG00000166441	RPL27A	2953.065126	-0.233082198	0.315487795	-0.738352916	0.460300018	0.99982942
ENSG00000163349	HIPK1	945.2377098	-0.233133594	0.332588865	-0.700829566	0.483409384	0.99982942
ENSG00000165943	MOAP1	1125.450756	-0.233280378	0.321124134	-0.727451021	0.466949709	0.99982942
ENSG00000011405	PIK3C2A	305.5914941	-0.233327427	0.498491077	-0.48469483	0.627892834	0.99982942
ENSG00000012983	MAP4K5	469.1510234	-0.233401473	0.355386229	-0.658163531	0.510433056	0.99982942
ENSG00000167721	TSR1	463.665684	-0.23345379	0.414153459	-0.561257753	0.574621837	0.99982942
ENSG00000166197	NOLC1	1178.071862	-0.233546695	0.358930525	-0.650115916	0.515617349	0.99982942
ENSG00000112182	BACH2	72.00418867	-0.233742438	0.539221284	-0.427128337	0.669285854	0.99982942
ENSG00000203880	PCMTD2	312.2144487	-0.233756196	0.402783618	-0.58342612	0.559606478	0.99982942
ENSG00000148218	ALAD	216.6788877	-0.234043591	0.425825978	-0.554885533	0.578972958	0.99982942
ENSG00000134318	ROCK2	512.9267671	-0.234224805	0.458349129	-0.512618488	0.608218218	0.99982942
ENSG00000116120	FARSB	309.7300472	-0.234230219	0.431824396	-0.543850629	0.586544266	0.99982942
ENSG00000159128	IFNGR2	71.5488336	-0.234256108	0.476097763	-0.62013757	0.535167219	0.99982942
ENSG00000178917	ZNF852	42.16114799	-0.23429254	0.519882319	-0.543029141	0.587109739	0.99982942
ENSG00000112200	ZNF451	647.5232674	-0.23431077	0.464206664	-0.505874175	0.612944983	0.99982942
ENSG00000225484	NUTM2B-AS1	339.6278349	-0.23449305	0.488125474	-0.475535764	0.634405148	0.99982942
ENSG00000029153	ARNTL2	35.42144025	-0.234693913	0.475678086	-0.450358355	0.652452068	0.99982942
ENSG00000130940	CASZ1	196.1336294	-0.234716927	0.511638865	-0.450591477	0.652284011	0.99982942
ENSG00000116903	EXOC8	109.1193656	-0.234758753	0.534047915	-0.460118933	0.645430855	0.99982942
ENSG00000275216	RP11-54H7.4	194.0991277	-0.234817284	0.536857858	-0.420507232	0.674114947	0.99982942
ENSG00000171121	KCNMB3	27.97248039	-0.234845567	0.521455454	-0.374981403	0.707674297	0.99982942
ENSG00000147130	ZMYM3	95.2291089	-0.234904828	0.514067076	-0.455422359	0.648805413	0.99982942
ENSG00000205592	MUC19	87.81894651	-0.234911446	0.522851695	-0.573602578	0.566236767	0.99982942
ENSG00000122870	BICC1	34.31120059	-0.23498504	0.460714378	-0.517054076	0.605118411	0.99982942
ENSG00000171824	EXOSC10	829.3222274	-0.235025777	0.308761984	-0.761817741	0.44616879	0.99982942
ENSG00000165410	CFL2	112.6376289	-0.235330337	0.539401008	-0.447385602	0.654596669	0.99982942
ENSG00000175787	ZNF169	49.02490662	-0.235353505	0.538894417	-0.436039993	0.662807714	0.99982942
ENSG00000196381	ZNF781	51.54430283	-0.235382141	0.479444261	-0.567102014	0.570644875	0.99982942
ENSG00000099194	SCD	442.3543701	-0.235429262	0.527267623	-0.468368802	0.639520875	0.99982942
ENSG00000164916	FOXK1	562.7367072	-0.235437042	0.431331075	-0.546022217	0.585050666	0.99982942
ENSG00000180747	SMG1P3	2518.63119	-0.235524739	0.371125578	-0.635218718	0.525285777	0.99982942
ENSG00000266918	RP11-798G7.8	18.36534155	-0.235872855	0.429685912	-0.55889459	0.576233662	0.99982942
ENSG00000242110	AMACR	69.78396014	-0.235901438	0.530431151	-0.460294588	0.645304785	0.99982942
ENSG00000143622	RIT1	453.4117704	-0.23596984	0.416858886	-0.562698958	0.573639894	0.99982942
ENSG00000065883	CDK13	849.1685893	-0.235973711	0.290813586	-0.81172809	0.416947672	0.99982942
ENSG00000231160	KLF3-AS1	34.34569041	-0.236043073	0.539409352	-0.418677239	0.675452032	0.99982942
ENSG00000253517	XRCC6P4	31.24295258	-0.236194704	0.484043474	-0.532889652	0.594109969	0.99982942
ENSG00000205885	C1RL-AS1	59.42888163	-0.236277275	0.537849222	-0.424284704	0.671358193	0.99982942
ENSG00000145088	EAF2	124.0059401	-0.236352192	0.538216349	-0.450728526	0.65218522	0.99982942
ENSG00000084676	NCOA1	1575.550816	-0.236629595	0.298787217	-0.79262152	0.427998367	0.99982942
ENSG00000249459	ZNF286B	62.35865474	-0.236728771	0.538764358	-0.443793428	0.657191941	0.99982942
ENSG00000141385	AFG3L2	597.8970507	-0.236740877	0.39635238	-0.599362835	0.548930955	0.99982942
ENSG00000101367	MAPRE1	1641.892719	-0.236928276	0.269706285	-0.878429595	0.37971063	0.99982942
ENSG00000143376	SNX27	243.0232816	-0.236940589	0.411997863	-0.58126024	0.561065074	0.99982942
ENSG00000124466	LYPD3	43.91391315	-0.237038669	0.531395923	-0.437957028	0.661417435	0.99982942
ENSG00000164307	ERAP1	812.9192066	-0.237232763	0.280085109	-0.847109428	0.396934131	0.99982942
ENSG00000058600	POLR3E	636.0999355	-0.237232889	0.386337276	-0.613987533	0.539223566	0.99982942
ENSG00000103472	RRN3P2	173.2832031	-0.237480378	0.473775772	-0.506347545	0.612612691	0.99982942
ENSG00000115524	SF3B1	9346.740312	-0.237496389	0.307876724	-0.772591251	0.439764324	0.99982942
ENSG00000168887	C2orf68	355.7344826	-0.237520958	0.471516993	-0.50479871	0.613700222	0.99982942
ENSG00000135250	SRPK2	505.0220333	-0.237574597	0.342877848	-0.693083102	0.488257402	0.99982942
ENSG00000184162	NR2C2AP	180.6682576	-0.237652401	0.428966494	-0.55827796	0.576654593	0.99982942
ENSG00000134049	IER3IP1	605.6919423	-0.23768163	0.390474464	-0.610405978	0.541592909	0.99982942
ENSG00000160049	DFFA	469.3594021	-0.237782907	0.338940018	-0.703378028	0.481820195	0.99982942
ENSG00000185630	PBX1	90.06588256	-0.238061568	0.537853223	-0.477834023	0.632768344	0.99982942
ENSG00000281358	RASSF1-AS1	25.40485552	-0.23828866	0.532625738	-0.442623068	0.658038397	0.99982942
ENSG00000101199	ARFGAP1	314.5364514	-0.238379684	0.440512428	-0.536679092	0.5914893	0.99982942
ENSG00000196214	ZNF766	500.8310635	-0.238498658	0.387022022	-0.616212255	0.537754441	0.99982942
ENSG00000197457	STMN3	194.0650377	-0.238528395	0.472014792	-0.511949462	0.60868638	0.99982942
ENSG00000229227	RP11-38L15.2	27.13631325	-0.238542691	0.538599233	-0.431273055	0.66626984	0.99982942
ENSG00000093144	ECHDC1	392.8333598	-0.238644519	0.399726518	-0.59915098	0.549072208	0.99982942
ENSG00000181090	EHMT1	614.2736321	-0.2386802	0.381909431	-0.625575657	0.531593309	0.99982942
ENSG00000009950	MLXIPL	52.00311008	-0.238788211	0.539002969	-0.446768977	0.655041873	0.99982942
ENSG00000138794	CASP6	130.8685558	-0.238789863	0.535979492	-0.448592876	0.653725374	0.99982942
ENSG00000113361	CDH6	20.28374542	-0.238868144	0.504106108	-0.560693836	0.57500627	0.99982942
ENSG00000125868	DSTN	1157.126731	-0.238983875	0.345063621	-0.693705146	0.487867138	0.99982942
ENSG00000071051	NCK2	1014.131526	-0.239008477	0.428010566	-0.559173162	0.576043548	0.99982942
ENSG00000272888	LINC01578	1965.596284	-0.239191972	0.266680732	-0.896864075	0.369791452	0.99982942
ENSG00000268858	RP4-591C20.9	62.59766466	-0.239199185	0.507898659	-0.45260232	0.650835128	0.99982942
ENSG00000145107	TM4SF19	46.37754992	-0.239295231	0.492522046	-0.649550379	0.515982694	0.99982942
ENSG00000067066	SP100	2544.727663	-0.239299676	0.287752551	-0.832039047	0.405386905	0.99982942
ENSG00000105186	ANKRD27	486.2772743	-0.239362239	0.447748091	-0.533499891	0.593687586	0.99982942
ENSG00000170545	SMAGP	69.00557932	-0.239414043	0.503908348	-0.5164316	0.605553	0.99982942
ENSG00000174953	DHX36	1262.491699	-0.239462066	0.321555161	-0.745387829	0.456037299	0.99982942
ENSG00000095585	BLNK	24.6975668	-0.239488863	0.449361614	-0.476125529	0.63398495	0.99982942
ENSG00000078295	ADCY2	32.97220686	-0.239683062	0.493949977	-0.417798436	0.676094495	0.99982942
ENSG00000147475	ERLIN2	45.88544696	-0.239725158	0.528849573	-0.431571718	0.666052718	0.99982942
ENSG00000109184	DCUN1D4	227.2353896	-0.239827729	0.528816427	-0.470878122	0.637727772	0.99982942
ENSG00000139505	MTMR6	947.1894758	-0.23994805	0.405862731	-0.592629913	0.553428856	0.99982942
ENSG00000153147	SMARCA5	2729.094627	-0.240165545	0.289650198	-0.829342327	0.406910726	0.99982942
ENSG00000258644	SYNJ2BP-COX16	24.11970109	-0.24031263	0.522928121	-0.421719477	0.673229786	0.99982942
ENSG00000156976	EIF4A2	4683.123391	-0.240315036	0.322108826	-0.746886005	0.455132375	0.99982942
ENSG00000249673	NOP14-AS1	244.1850441	-0.240381254	0.456575676	-0.530510356	0.59575813	0.99982942
ENSG00000101445	PPP1R16B	3781.279693	-0.24039766	0.353903908	-0.678016675	0.49776112	0.99982942
ENSG00000268220	RP11-379K17.12	91.70739992	-0.240428939	0.538418194	-0.451073933	0.651936264	0.99982942
ENSG00000198440	ZNF583	106.4591217	-0.240938139	0.511562038	-0.461541085	0.644410452	0.99982942
ENSG00000234444	ZNF736	59.91925338	-0.241002432	0.525215008	-0.501051277	0.616335036	0.99982942
ENSG00000163945	UVSSA	216.5655653	-0.241074859	0.518240028	-0.486100629	0.626895821	0.99982942
ENSG00000198707	CEP290	159.9144705	-0.241194613	0.50167571	-0.492734953	0.622199877	0.99982942
ENSG00000173530	TNFRSF10D	87.26104941	-0.241310243	0.459145667	-0.691331951	0.489356958	0.99982942
ENSG00000223361	FTH1P10	34.67572159	-0.241379542	0.538624429	-0.480863044	0.630613839	0.99982942
ENSG00000123636	BAZ2B	557.1411649	-0.241465731	0.414032112	-0.587740747	0.556706321	0.99982942
ENSG00000115310	RTN4	894.3684604	-0.241726674	0.323421314	-0.749598845	0.453496347	0.99982942
ENSG00000173757	STAT5B	1539.117984	-0.241851315	0.376245936	-0.642166225	0.52076526	0.99982942
ENSG00000279544	AL133243.4	19.98135751	-0.241852095	0.514606376	-0.466204577	0.641069073	0.99982942
ENSG00000258592	RP11-108M12.3	38.10497047	-0.241878119	0.534354179	-0.429439636	0.667603314	0.99982942
ENSG00000198393	ZNF26	721.2177773	-0.241888675	0.473017714	-0.511450044	0.609035961	0.99982942
ENSG00000125170	DOK4	30.3503269	-0.24215774	0.449553591	-0.426404133	0.66981339	0.99982942
ENSG00000155463	OXA1L	473.6364633	-0.242236194	0.375478953	-0.643807906	0.519700007	0.99982942
ENSG00000196247	ZNF107	202.9828416	-0.242277269	0.511704206	-0.471040379	0.6376119	0.99982942
ENSG00000248458	RP4-598P13.1	106.601506	-0.242425107	0.528854411	-0.441313784	0.658985848	0.99982942
ENSG00000255857	PXN-AS1	41.11094409	-0.242504375	0.519410371	-0.416747378	0.676863196	0.99982942
ENSG00000162976	PQLC3	1089.684991	-0.242768648	0.436269889	-0.557473583	0.577203903	0.99982942
ENSG00000196998	WDR45	861.9830214	-0.242853551	0.268183313	-0.905634078	0.365129565	0.99982942
ENSG00000110675	ELMOD1	21.73230844	-0.243183441	0.539110817	-0.435971762	0.662857218	0.99982942
ENSG00000111554	MDM1	156.6985832	-0.243194899	0.539104255	-0.444540848	0.656651603	0.99982942
ENSG00000084093	REST	1353.854344	-0.243487279	0.331685432	-0.734477726	0.462657631	0.99982942
ENSG00000138802	SEC24B	833.1710124	-0.243518964	0.405059695	-0.60326158	0.546334688	0.99982942
ENSG00000160613	PCSK7	1914.051951	-0.24355235	0.321244484	-0.758771397	0.447989319	0.99982942
ENSG00000130544	ZNF557	139.1419616	-0.243637147	0.477977292	-0.506647714	0.612402023	0.99982942
ENSG00000117859	OSBPL9	667.6298448	-0.243842693	0.28131086	-0.866787724	0.38605833	0.99982942
ENSG00000090020	SLC9A1	324.3574929	-0.24388353	0.42354429	-0.575076668	0.565239447	0.99982942
ENSG00000132541	HRSP12	53.73252286	-0.244113085	0.523439486	-0.479965741	0.631251754	0.99982942
ENSG00000233750	CICP27	85.67594616	-0.24426781	0.537615093	-0.46073062	0.644991884	0.99982942
ENSG00000187676	B3GLCT	298.366818	-0.244481253	0.412991657	-0.594411136	0.552237162	0.99982942
ENSG00000077147	TM9SF3	1818.113279	-0.244507162	0.447833039	-0.547009573	0.584372155	0.99982942
ENSG00000141376	BCAS3	485.3729953	-0.244583496	0.420988058	-0.585291602	0.55835166	0.99982942
ENSG00000155744	FAM126B	611.2122711	-0.244710908	0.416620538	-0.588713518	0.556053468	0.99982942
ENSG00000092964	DPYSL2	412.7304713	-0.245057473	0.397863154	-0.622734843	0.533458782	0.99982942
ENSG00000105983	LMBR1	556.1413497	-0.245134819	0.392925719	-0.625653145	0.531542472	0.99982942
ENSG00000164190	NIPBL	957.3163868	-0.245176212	0.366379382	-0.668422796	0.503863748	0.99982942
ENSG00000225423	TNPO1P1	43.23648429	-0.245376281	0.492169197	-0.438568393	0.660974303	0.99982942
ENSG00000260267	RP11-452L6.5	24.51588024	-0.245402299	0.524026678	-0.472633572	0.636474627	0.99982942
ENSG00000075239	ACAT1	450.0012316	-0.245430858	0.388976759	-0.635082922	0.525374335	0.99982942
ENSG00000151092	NGLY1	672.2156564	-0.245477899	0.428831348	-0.575997017	0.564617198	0.99982942
ENSG00000144134	RABL2A	127.5536757	-0.245523136	0.492380393	-0.512090857	0.608587423	0.99982942
ENSG00000158062	UBXN11	386.2271015	-0.245545137	0.428312368	-0.577894963	0.563335036	0.99982942
ENSG00000256235	SMIM3	430.1002238	-0.245673525	0.538609444	-0.514789973	0.606699793	0.99982942
ENSG00000111802	TDP2	500.9407004	-0.245708915	0.428745435	-0.577591532	0.563539925	0.99982942
ENSG00000109113	RAB34	99.55105368	-0.245759745	0.487818128	-0.520899732	0.602436622	0.99982942
ENSG00000169895	SYAP1	2117.776412	-0.245926585	0.386227255	-0.63682	0.524242097	0.99982942
ENSG00000170271	FAXDC2	34.11337049	-0.246018043	0.538991721	-0.436985135	0.662122128	0.99982942
ENSG00000167207	NOD2	64.87396919	-0.246033102	0.527610586	-0.438165076	0.661266624	0.99982942
ENSG00000122482	ZNF644	1202.271993	-0.246252932	0.349251304	-0.70496593	0.480831439	0.99982942
ENSG00000127585	FBXL16	39.80573353	-0.24632131	0.494171375	-0.546299638	0.584859985	0.99982942
ENSG00000155640	C10orf12	100.3072553	-0.246472899	0.51366802	-0.551569342	0.581243446	0.99982942
ENSG00000144026	ZNF514	29.54545762	-0.246484906	0.51336313	-0.494322236	0.621078624	0.99982942
ENSG00000030419	IKZF2	156.3456458	-0.24660153	0.524799177	-0.482120916	0.629720052	0.99982942
ENSG00000103942	HOMER2	42.47834912	-0.24689102	0.502182012	-0.527170671	0.598075074	0.99982942
ENSG00000101000	PROCR	51.91827777	-0.246968026	0.539408017	-0.539921514	0.589251161	0.99982942
ENSG00000119917	IFIT3	144.6497374	-0.247014474	0.533803598	-0.483732425	0.628575778	0.99982942
ENSG00000012223	LTF	28.82574237	-0.247055366	0.38562443	-0.384151453	0.700866198	0.99982942
ENSG00000277211	RP11-204E4.4	31.82417591	-0.247095624	0.374119647	-0.71054825	0.477364221	0.99982942
ENSG00000278129	ZNF8	88.51413347	-0.247220481	0.53363277	-0.451092204	0.651923096	0.99982942
ENSG00000118620	ZNF430	942.0794462	-0.247278626	0.36320336	-0.681835351	0.495343068	0.99982942
ENSG00000168255	POLR2J3	791.7527098	-0.247579045	0.345351926	-0.717965913	0.472778305	0.99982942
ENSG00000163811	WDR43	397.754974	-0.247746848	0.395147298	-0.625533346	0.53162107	0.99982942
ENSG00000196227	FAM217B	223.8091671	-0.2479006	0.459178739	-0.543049944	0.587095415	0.99982942
ENSG00000257621	PSMA3-AS1	672.7251816	-0.248274364	0.399582199	-0.623732317	0.532803396	0.99982942
ENSG00000198242	RPL23A	6848.762838	-0.248283521	0.290811313	-0.853331241	0.39347564	0.99982942
ENSG00000160336	ZNF761	314.9656834	-0.248330724	0.483392306	-0.5510953	0.581568347	0.99982942
ENSG00000181061	HIGD1A	859.5975693	-0.248359853	0.352826301	-0.705136412	0.480725349	0.99982942
ENSG00000103932	RPAP1	262.8635324	-0.248361707	0.488409658	-0.507384892	0.611884784	0.99982942
ENSG00000142002	DPP9	609.1123301	-0.248392804	0.299500649	-0.829220008	0.406979925	0.99982942
ENSG00000280195	XX-FW83563B9.5	49.98705417	-0.248406929	0.523664051	-0.491166577	0.623308636	0.99982942
ENSG00000152102	FAM168B	468.4485561	-0.248770223	0.331862271	-0.749235629	0.453715198	0.99982942
ENSG00000266677	RP11-258F1.1	75.18697269	-0.248895134	0.539408691	-0.440740959	0.659400541	0.99982942
ENSG00000134852	CLOCK	105.0607359	-0.248921389	0.520727889	-0.562297253	0.57391351	0.99982942
ENSG00000132275	RRP8	263.3579811	-0.249009735	0.436124387	-0.571722925	0.567509701	0.99982942
ENSG00000282024	RP3-467D16.3	123.1657068	-0.249052482	0.536310027	-0.445567648	0.655909584	0.99982942
ENSG00000179088	C12orf42	26.66784354	-0.249157199	0.47004881	-0.62123072	0.53444783	0.99982942
ENSG00000168778	TCTN2	38.94139045	-0.249412659	0.518300191	-0.578466924	0.562948922	0.99982942
ENSG00000150967	ABCB9	69.59284864	-0.24947863	0.520382989	-0.534152189	0.593236245	0.99982942
ENSG00000144655	CSRNP1	4446.717872	-0.249540614	0.300531007	-0.830727601	0.40612753	0.99982942
ENSG00000198863	RUNDC1	468.8688521	-0.249559014	0.364159242	-0.683819087	0.494089413	0.99982942
ENSG00000144792	ZNF660	21.27000224	-0.249644524	0.490974766	-0.38948113	0.696920267	0.99982942
ENSG00000144136	SLC20A1	2915.681021	-0.249651631	0.284110731	-0.879080572	0.379357591	0.99982942
ENSG00000104643	MTMR9	327.0553929	-0.249695767	0.401043238	-0.621887077	0.534016123	0.99982942
ENSG00000213906	LTB4R2	22.30009718	-0.249727949	0.524606522	-0.550164653	0.582206445	0.99982942
ENSG00000075415	SLC25A3	4398.044353	-0.249750176	0.200654686	-1.244628375	0.213268385	0.99982942
ENSG00000111676	ATN1	24.80491702	-0.249989752	0.539172449	-0.428884543	0.66800725	0.99982942
ENSG00000211897	IGHG3	500.7170908	-0.25000169	0.439412514	-0.347966275	0.727865511	0.99982942
ENSG00000182827	ACBD3	553.2929397	-0.25020612	0.371451852	-0.674029472	0.500292577	0.99982942
ENSG00000275302	CCL4	21953.09707	-0.250221519	0.422170998	-0.59825938	0.549666876	0.99982942
ENSG00000260727	SLC7A5P1	142.3137447	-0.250340265	0.506444618	-0.495545243	0.620215294	0.99982942
ENSG00000110315	RNF141	158.5314086	-0.250550037	0.475746822	-0.531151043	0.595314116	0.99982942
ENSG00000279645	RP11-759A24.1	22.71949156	-0.250636199	0.389835721	-0.759980639	NA	NA
ENSG00000133243	BTBD2	317.5231067	-0.250729994	0.430936013	-0.582604505	0.560159572	0.99982942
ENSG00000144306	SCRN3	177.950198	-0.250935438	0.490426964	-0.510305371	0.60983754	0.99982942
ENSG00000251201	TMED7-TICAM2	36.47933492	-0.251064346	0.484560768	-0.597106503	0.550436276	0.99982942
ENSG00000080371	RAB21	1071.019628	-0.251150012	0.313256954	-0.80158112	0.422795302	0.99982942
ENSG00000133226	SRRM1	1609.529788	-0.251195377	0.288939947	-0.86898605	0.384854761	0.99982942
ENSG00000281357	ARRDC3-AS1	47.80224567	-0.251312816	0.537606068	-0.460527731	0.645137471	0.99982942
ENSG00000148840	PPRC1	358.2726455	-0.251340763	0.537903091	-0.458567288	0.646544932	0.99982942
ENSG00000272086	CTD-2186M15.3	22.90870068	-0.251437419	0.511502468	-0.506077896	0.612801967	0.99982942
ENSG00000142166	IFNAR1	675.6554994	-0.251589622	0.335874273	-0.751722231	0.452218119	0.99982942
ENSG00000242076	IGKV1-33	57.36858221	-0.251590424	0.2663831	-0.579375732	0.562335675	0.99982942
ENSG00000121879	PIK3CA	433.4396788	-0.2516541	0.456323628	-0.560343594	0.575245097	0.99982942
ENSG00000147316	MCPH1	406.7230926	-0.251797826	0.36173567	-0.695905256	0.486488165	0.99982942
ENSG00000213203	GIMAP1	341.9663479	-0.251860553	0.337631464	-0.748816407	0.453967869	0.99982942
ENSG00000105732	ZNF574	749.4871658	-0.251988093	0.405092202	-0.621596004	0.534207549	0.99982942
ENSG00000141127	PRPSAP2	220.0731342	-0.251988136	0.422351453	-0.59678897	0.550648283	0.99982942
ENSG00000173120	KDM2A	454.3840795	-0.251999666	0.339366631	-0.741038499	0.458670098	0.99982942
ENSG00000100450	GZMH	4987.091278	-0.252114108	0.399274314	-0.631740384	0.527556535	0.99982942
ENSG00000162739	SLAMF6	2579.73399	-0.252403061	0.378579369	-0.667650134	0.504356948	0.99982942
ENSG00000013293	SLC7A14	38.63004595	-0.25252131	0.536193529	-0.452505902	0.65090457	0.99982942
ENSG00000130818	ZNF426	1139.772838	-0.25263284	0.45365297	-0.563936455	0.572797379	0.99982942
ENSG00000132694	ARHGEF11	34.31134376	-0.252684707	0.470025993	-0.690092865	0.49013579	0.99982942
ENSG00000122483	CCDC18	65.53068742	-0.252927619	0.538821696	-0.484720247	0.627874802	0.99982942
ENSG00000102230	PCYT1B	34.62301912	-0.252957601	0.460457407	-0.443402832	0.657474388	0.99982942
ENSG00000118898	PPL	43.17851267	-0.253339172	0.432745971	-0.547973364	0.583710192	0.99982942
ENSG00000111145	ELK3	372.1670504	-0.253340373	0.414383919	-0.616044185	0.537865358	0.99982942
